Adószám,Szervezet neve,Székhely,Új kategória (legalsó szint),Szülő kategória,Cél (első 200 karakter)
18009640,Pesthidegkúti Református Alapítvány,"1028 Budapest, Hidegkúti út 64-66.",vallási szervezetek,kultúra és művészet,"A keresztény értékek megőrzése, támogatása, a református, valamint az ökumenikus szellemiség erősítése támogatása Magyarországon és az országhatáron túl. Szeretetszolgálati tevékenység, humán és reál "
18010080,Tegyünk Többet az Óvodások Egészségéért Alapítvány,"1105 Budapest, Zsivaj utca 1-3. Óvoda",óvodák,oktatás,A 3-6 éves gyermekek táplálkozásának támogatása.
18010592,Összhang Közhasznú Egyesület,"3300 Eger, Mikes Kelemen út 67.",családalapítást segítő szervezetek,szociális segítségnyújtás,"A szülés-születés-szoptatás humanizációjának elősegítése, védelme, támogatása."
18010994,Állatorvosok az Állatvédelemért Országos Alapítvány,"1078 Budapest, István út 11. mfszt./1.",kutyák,környezet- és állatvédelem,A korszerű állatvédelem elméleti alapjainak és elveinek meghonosítása. A Magyarországon működő állatvédelmi szervezetek és állatotthonok szakértői és pénzügyi támogatása. A magán-állatorvosi tevékenys
18011122,Nemzeti Adó- és Vámhivatal Sport Alapítvány,"1054 Budapest, Széchenyi utca 2.",sportklubok,sport és szabadidő,"A Vám- és Pénzügyőrség sportolóinak, sport szakosztályainak támogatása."
18011476,Alapítvány a Macskákért,"2081 Piliscsaba, Árpád vezér utca 43.",macskák,környezet- és állatvédelem,"A kóbor vagy gazdátlanná vált macskák új gazdához juttatásában, állatorvosi ellátásukban, ivartalanításuk költségeinek fedezésében anyagi segítség nyújtása."
18011665,Józsefvárosi Zeneiskolai Alapítvány,"1082 Budapest, Nap utca 33.",művészeti szervezetek,kultúra és művészet,"A Józsefvárosi Zeneiskola növendékeinek zenei, esztétiksi erkölcsi nevelésének támogatása."
18011933,Budafoki Fúvósegylet,"1221 Budapest, Ady Endre út 41.",művészeti szervezetek,kultúra és művészet,"Az egyesület célja, hogy segítse tagjainak zenei művelősését, bevezesse tagjait a közös muzsikálás gyakorlatába, megszerettese és megismertesse a klasszikus és modern fúvószene értékeit, gazdagítsa ta"
18012006,Nemzetközi Gyermekmentő Szolgálat Alapítvány,"1066 Budapest, Teréz körút 24.",hátrányos helyzetű gyerekek támogatása,szociális segítségnyújtás,"A testileg és szellemileg sérült, árva, vagy egyéb okból rászoruló gyermekek segítése, életkörülményeik javítása nemzetközi összefogással."
18012594,Kelet-Európa Misszió Alapítvány,"2365 Inárcs, Szőlőhegy utca 1.",vallási szervezetek,kultúra és művészet,"Bibliák és keresztény irodalom terjesztése, menekültek és egyéb rászorulók támogatása."
18012752,Kovács Csongor Alapítvány a Gyengénlátó Gyermekekért,"1147 Budapest, Miskolci út 77.",fogyatékkal élők segítése,szociális segítségnyújtás,"A gyógypedagógiai tudomány gyengénlátókat érintő szakágának szakmai támogatása, a gyengénlátók budapesti Általános Iskolája és Diákotthon munkájának segítése."
18012855,Neue Zeitung Alapítvány,"1062 Budapest, Lendvay utca 22. II. em.",etnikai szervezetek,kultúra és művészet,A magyarországi németek érdekeit szolgáló német nyelvű lap támogatása.
18013100,Móra Alapítvány,"1068 Budapest, Rippl-Rónai utca 22-26.",szakközépiskolák,oktatás,a) A Móra Ferenc Egészségügyi Szakközépiskola és Gimnázium jogutódja: a Raoul Wallenberg Szakközépiskola és Szakiskola (a továbbiakban: iskola) szakmai felszerelésének bővítése és korszerűsítése; b) A
18013557,Líceum Alapítvány,"1144 Budapest, Álmos vezér tere 9.",gimnáziumok,oktatás,A Gimnáziumban folyó oktató-nevelő munka személyi és tárgyi feltételeinek javítása.
18013753,Tiszakömlő Általános Iskola Alapítvány,"1163 Budapest, Tiszakömlő utca 29-35.",általános iskolák,oktatás,"Az iskolában folyó pedagógiai tevékenység segitése, fejlesztése, a diákok és az oktatók támogatása."
18013777,Excelsior Hegymászó Sportegyesület,"1033 Budapest, Szentendrei út 95.",környezet- és természetvédelem,környezet- és állatvédelem,"Természetjárás, az ehhez kapcsolódó sportágak, különösen a hegyi sportok űzése, gyakorlásának elősegítése, oktatása, népszerűsítése. Természetvédelem, állatvédelem. Környezetvédelem."
18013973,A Konduktív Nevelési Rendszer Nemzetközi Pető András Társasága,"1125 Budapest, Kútvölgyi út 6.",fogyatékkal élők segítése,szociális segítségnyújtás,
18014015,Fáy-ista Országjáró Diákok Alapítvány,"1096 Budapest, Mester utca 60-62.",kerékpáros szervezetek,sport és szabadidő,A természetjárás különböző iskolai szakágainak anyagi támogatása.
18014125,Összefogás a Szent László Gimnáziumért Alapítvány,"1102 Budapest, Kőrösi Csoma út 28.",gimnáziumok,oktatás,A Szent László Gimnázium támogatása.
18014149,Tavasz Kórus Alapítvány,"1153 Budapest, Eötvös utca 64-66.",művészeti szervezetek,kultúra és művészet,A Tavasz Női Kórus művészi munkájának anyagi biztosítása.
18014235,GOLDTIMER Alapítvány,"2040 Budaörs, Nádasdűlő sétány 13.",egyéb szabadidős szervezetek,sport és szabadidő,"A Gold Timer Egyesület támogatása, a Magyarországgal kapcsolatos repülőgépek és repülőeszközök restaurálása és esetleges üzembehelyezése."
18014259,Rózsakertért Alapítvány,"1223 Budapest, Rákóczi út 16.",gimnáziumok,oktatás,"A Rózsakerti Demjén István Református Általános Iskola és Gimnáziumban folyó oktató – nevelő munka, művészeti és sporttevékenység támogatása."
18014448,Semmelweis Egyetem Alapítvány,"1085 Budapest, Üllöi út 26.",felsőoktatás,oktatás,"A Semmelweis Egyetem és az Egyetem védnöksége alatt működő intézmények és önszerveződő csoportok (például: Medikus Zenekar) oktató, gyógyító, kutató és kulturális tevékenységének támogatása. Az Alapít"
18014462,A Magyar Orvosokért Alapítvány,"1068 Budapest, Szondi utca 100.",egyéb jogvédő szervezetek,emberi jogok és civil társadalom,"a) az orvosok, fogorvosok, továbbá a nem orvos- és egészségtudományi képzési területen szerzett alap szakképesítéssel rendelkező, de egészségügyi felsőfokú szakirányú szakképzésben egészségügyi szakké"
18014871,Fővárosi Önkormányzat Jahn Ferenc Dél-pesti Kórháza Alapítvány,"2220 Vecsés, Besztercei utca 9.",kórházak,felnőtt egészségügy,"A kórház műszaki fejlesztése, a dolgozók támogatása, továbbá a betegek közvetlen támogatása, és magasszínvonalú ellátásuk fejlesztése."
18015212,Őszikék - Madách Imre Gimnázium Alapítvány,"1073 Budapest, Barcsay utca 5.",gimnáziumok,oktatás,A Madách Imre Gimnázium nyugdíjas pedagógusainak támogatása.
18015274,Legyen a Duna Igazi Közügyünk Közhasznú Egyesület,"7030 Paks, Deák Ferenc utca 8. fszt/3.",környezet- és természetvédelem,környezet- és állatvédelem,"A környezet és természet iránti tisztelet terjesztése, a környezet- és természetvédelem elősegítése, az egészségre, egészséges életmódra nevelés elősegítése, az idegenforgalom előremozdítása a kulturá"
18015322,Gyarmati Szőlősgazdák Borbarát Egyesülete,"9126 Gyarmat, Magyar utca 6.",települési és közösségfejlesztés,szociális segítségnyújtás,"1. a gyarmati szőlőhegyek épített, kulturális és néprajzi örökségének megőrzése, 2. a helyi védettségű műemlék jellegű pincék, présházak és a történelmi présházsor védelme, 3. a régi szőlőhegyi hagyom"
18015676,Rex Kutyaotthon Alapítvány,"1048 Budapest, Óceánárok utca 33.",kutyák,környezet- és állatvédelem,"A társadalom és az egyén közös érdekeinek kielégítésére irányuló országos állatvédelmi-, természetvédelmi-, és környezetvédelmi tevékenység ellátása."
18015748,CORVIN Diákalapítvány,"1164 Budapest, Vidámvásár utca 43.",gimnáziumok,oktatás,"Az ifjúság kultúrális fejlődésének, oktatásának, szellemi, lelki fejlődésének elősegítése."
18015786,Jézus Szíve Rákospalota MÁV Telepi Katolikus Egyházközség Alapítvány,"1155 Budapest, Rákos út 100.",vallási szervezetek,kultúra és művészet,
18015827,Szuper Suli Alapítvány,"1172 Budapest, Hősök tere 19-20.",általános iskolák,oktatás,"Az Alapítvány gyermek- és ifjúságvédelmi, művelődési és diák-, szabadidősport szervezésére jön létre."
18015999,"""Az Emberi Méltóságért"" a Hospice Osztály Betegeiért Alapítvány","3300 Eger, Knézich Károly utca 1.",beteg emberek lelki és szociális támogatása,szociális segítségnyújtás,"A Markoth Ferenc Kórház Kft., illetve az egri Kórház mindenkori üzemeltetője által működtetett Hospice Osztálya betegei részére életminőségük javítása érdekében kifejtett közhasznú tevékenység abból a"
18016354,SMA Izomsorvadásos Betegek Magyarországi Egyesülete,"1036 Budapest, Bécsi út 85. fszt./5.",egyéb jogvédő szervezetek,emberi jogok és civil társadalom,"az SMA betegséggel kapcsolatos terápiás kutatási vagy egyéb , a betegség szempontjából lényeges információk eljuttatása a magyarországi SMA betegekhez."
18016385,Győri Vasutas Természetjáró Egyesület,"9021 Győr, Révai utca 5.",egyéb szabadidős szervezetek,sport és szabadidő,A Magyarországon élők életminőségének javítása az egészséges életmódra neveléssel. Az egyéni és a közösségi cselekvési lehetőségek bővítése tömegsport jellegű rendezvények szervezésével. A természetjá
18016457,Kassai Lovasíjász Iskola Brázik Törzs,"2896 Szomód, Fő utca 35.",egyéb szabadidős szervezetek,sport és szabadidő,"A Kassai Lovasíjász Iskola hagyományőrző alapelvein, oktatási módján és versenyszabályzatán alapuló íjász sporttevékenység biztosítása szabadidő- és versenysport keretében, az Alapszabály I. fejezetén"
18016567,Záhonyi Hétszínvirág Óvodai és Bölcsödei Alapítvány,"4625 Záhony, Ifjúság utca 1.",óvodák,oktatás,"nevelés, oktatás, képességfejlesztés, ismeretterjesztés és egyéb az alapító okirat szerint"
18016701,Hétszínvirág Óvodáért Egyesület,"1182 Budapest, Halomi út 113. A.",óvodák,oktatás,"a Budapest XVIII. kerület Halomi úti Hétszínvirág Óvoda és környezete fejlesztésével a Budapest XVIII. kerületének nevelési színvonalának a fejlesztése, a nevelési közösség csoport-tudatának az erősít"
18016725,Csongrád KISRÉTI OTTHONÉRT Alapítvány,"6640 Csongrád, Szigligeti utca 6.",idősek gondozása,szociális segítségnyújtás,"A KISRÉTI OTTHONBAN élők életminőségét javító, korszerű, speciális eszközök biztosítása, a tárgyi feltételek javítása az ápolásban, az ott dolgozók továbbképzése, szakmai oktatása."
18017410,Bicske Járóbeteg Szakorvosi Ellátásáért Alapítvány,"2060 Bicske, Kossuth tér 17.",egyéb felnőtt egészségügy,felnőtt egészségügy,"Egészségmegőrzés, betegségmegelőzés."
18017427,Sződligeti Segítő Kezek Közösségi Sport Egyesület,"2133 Sződliget, Dr. Kemény József utca 18.",sportklubok,sport és szabadidő,"Sződliget Község területén a szabadidősport tevékenység lehetőségének a létrehozása és fenntartása, sportolásra alkalmas közösségi tereken, sporteszközök bérbe adása. Különféle vízi és szárazföldi spo"
18017506,A Csorvási Óvodásokért Alapítvány,"5920 Csorvás, Bocskai utca 2.",óvodák,oktatás,"A csorvási óvoda nevelő, oktató, képességfejlesztő és ismeretterjesztő közhasznú tevékenységének, továbbá e tevékenységek végzéséhez szükséges tárgyi eszközök fejlesztésének és bővítésének támogatása."
18018112,Szabad Sávért Alapítvány,"1068 Budapest, Benczúr utca 45.","sajtó, média",emberi jogok és civil társadalom,"Elektronikus és nyomtatott sajtótermékek, újságíró szakmai műhelyek, valamint rádiós és televíziós műsorkészítők, internetes és nyomtatott sajtótermékekbe író újságírók támogatása."
18018239,Békéscsabai Gyermekosztályért Alapítvány,"5600 Békéscsaba, Gyulai út 18.",gyermekkórházak,gyermek egészségügy,"A szakmai tevékenység tárgyi feltételeinek folyamatos javítása és bővítése, új diagnosztikai és terápiás eljárások bevezetése, személyi feltételek, a dolgozók élet- és munkakörülményeinek javírása, re"
18018318,Védikus Kultúráért Alapítvány,"8699 Somogyvámos, Bhaktivedanta Swami sétány 6.",vallási szervezetek,kultúra és művészet,"Az indiai kultúra megismertetése, oktatási, vallási, szociális tevékenység végzése."
18018394,Maitreya Buddhista Alapítvány,"1112 Budapest, Susulyka utca 240.",vallási szervezetek,kultúra és művészet,Buddhista kultúrközpont létrehozásának támogatása.
18018521,Hajléktalanokért Közalapítvány,"1067 Budapest, Szobi utca 3.",rászorulók segítése,szociális segítségnyújtás,"A hajléktalan magyar állampolgárok életvitelének segítése, a szociális gondozást végző önkormányzatok és egyéb szervezetek pénzügyi támogatása."
18018624,Játszóház-Foglalkoztató Közhasznú Alapítvány,"1124 Budapest, Meredek utca 29. fsz./4.",beteg gyerekek lelki segítése,gyermek egészségügy,"- gyermek egészségügyi intézmények, mentálhygiénes foglalkoztatói játszóházának kialakítása, működtetése; - daganatos betegek foglalkoztatástherápiás ellátása; - általános psychológiai tanácsadás, csa"
18018693,"""Für Das Budapester Gymnasium der Deutschen Minderheit"" ""A német kisebbség budapesti gimnáziumáért"" Alapítvány","1203 Budapest, Serény utca 1.",etnikai szervezetek,kultúra és művészet,"A magyarországi német nemzetiségi hagyományok őrzése, ápolása. A német nemzetiségi anyanyelvi kultúra gondozása, színvonalának emelése."
18018741,Görögtűz Alapítvány,"4400 Nyíregyháza, Szentháromság tér 1.",települési és közösségfejlesztés,szociális segítségnyújtás,A nyíregyházi örökösföldi lakótelepen élők életminőségének javítása és egyéb az alapító okirat szerint
18019137,"""Koraszülöttmentő és Gyermekintenzív"" Alapítvány","8900 Zalaegerszeg, Zrínyi út 1",koraszülöttek,gyermek egészségügy,"Az alapítvány célja a születés után súlyos vagy életveszélyben lévő újszülöttek mentése és szállítása, mint állami speciális mentési és szállítási feladat ellátása, illetve megvalósításának a segítése"
18019285,SZABOLCS-SZATMÁR-BEREG MEGYEI KÓRHÁZAKÉRT KÖZHASZNÚ ALAPÍTVÁNY,"4400 Nyíregyháza, Szent István utca 68.",kórházak,felnőtt egészségügy,"Szabolcs-Szatmár-Bereg megyében egészségügyi közfeladatot területi ellátási kötelezettséggel végző járó és fekvőbeteg ellátást biztosító, közfinanszírozott, kiemelkedően közhasznú, nonprofit gazdálkod"
18019474,Mezőcsát Népművészeti Egyesület,"3450 Mezőcsát, Deák Ferenc utca 10 B",etnikai szervezetek,kultúra és művészet,A mezőcsáti Egressy Béni Általános és Alapfokú Művészeti Iskolában néptánc tanszakon tanuló és ott végző fiatalok részére kíván az Egyesület lehetőséget biztosítani az iskolában elsajátított ismeretek
18019539,Kosárnyi Szeretet Alapítvány,"3579 Kesznyéten, Szabadság utca 3/a.",hátrányos helyzetű gyerekek támogatása,szociális segítségnyújtás,"a társadalmi leszakadás következtében veszélyes helyzetbe került gyermekek, fiatalok étkeztetési támogatása."
